date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:16:44	564121/564121	---MCZ	200	added ('OK')	text/html	etag:W/%229dfa950544fe403f9cf5c1c43ccf9b51%22	https://thecoffeehouse.com/	D:/Httrack/Demo1/thecoffeehouse.com/index.html	(from )
21:16:44	311/311	---MCZ	200	added ('OK')	text/plain	date:Sun,%2019%20Mar%202023%2014:16:46%20GMT	https://thecoffeehouse.com/robots.txt		(from )
21:16:46	1131/1131	---M--	200	added ('OK')	image/png	etag:%22ea079a2c21e5b68118372aa9c70796fe%22	http://theme.hstatic.net/1000075078/1000989727/14/favicon.png?v=49	D:/Httrack/Demo1/theme.hstatic.net/1000075078/1000989727/14/favicon9c55.png	(from https://thecoffeehouse.com/)
21:16:48	243200/243200	---MCZ	200	added ('OK')	text/css	etag:W/%221c5f1740f71d5da055bbbd9928e4e9cd%22	http://theme.hstatic.net/1000075078/1000989727/14/tch.min.css?v=49	D:/Httrack/Demo1/theme.hstatic.net/1000075078/1000989727/14/tch.min9c55.css	(from https://thecoffeehouse.com/)
21:16:49	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2019%20Mar%202023%2014:16:51%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/Httrack/Demo1/www.googletagmanager.com/gtm.45445.delayed	(from https://thecoffeehouse.com/)
21:16:50	267742/267742	---MCZ	200	added ('OK')	text/css	etag:W/%226c7c47191653e72f6040e69fd4c28261%22	http://theme.hstatic.net/1000075078/1000989727/14/styles.css?v=49	D:/Httrack/Demo1/theme.hstatic.net/1000075078/1000989727/14/styles9c55.css	(from https://thecoffeehouse.com/)
21:16:51	109540/109540	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2019%20Mar%202023%2014:16:52%20GMT	https://connect.facebook.net/en_US/fbevents.js	D:/Httrack/Demo1/connect.facebook.net/en_US/fbevents.js	(from https://thecoffeehouse.com/)
21:16:53	32705/32705	---MCZ	200	added ('OK')	application/javascript	etag:W/%221d945a090c45241%22	https://stats.hstatic.net/beacon.min.js	D:/Httrack/Demo1/stats.hstatic.net/beacon.min.js	(from https://thecoffeehouse.com/)
21:16:56	13789/13789	---MCZ	200	added ('OK')	application/javascript	etag:W/%228c6e8ef07afc52abc29d6248bf7c21d5%22	https://theme.hstatic.net/1000075078/1000927319/14/checkout_script.js?v=	D:/Httrack/Demo1/theme.hstatic.net/1000075078/1000927319/14/checkout_scriptec92.js	(from https://thecoffeehouse.com/)
21:16:56	50234/50234	---MC-	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	D:/Httrack/Demo1/www.google-analytics.com/analytics.js	(from https://thecoffeehouse.com/)
21:16:58	68/68	---MCZ	302	error ('Found')	text/plain	date:Sun,%2019%20Mar%202023%2014:17:00%20GMT	https://unpkg.com/react-dom@17/umd/react-dom.development.js	D:/Httrack/Demo1/unpkg.com/react-dom@17/umd/react-dom.development.a.delayed	(from https://thecoffeehouse.com/)
21:16:59	105096/105096	---M-Z	200	added ('OK')	application/javascript	etag:%226059360d-19a88%22	https://cdnjs.cloudflare.com/ajax/libs/react/17.0.2/umd/react.development.js	D:/Httrack/Demo1/cdnjs.cloudflare.com/ajax/libs/react/17.0.2/umd/react.development.js	(from https://thecoffeehouse.com/)
21:17:04	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:%22808705b151d51:0%22	https://ajax.aspnetcdn.com/ajax/jQuery/jquery-3.4.1.min.js	D:/Httrack/Demo1/ajax.aspnetcdn.com/ajax/jQuery/jquery-3.4.1.min.js	(from https://thecoffeehouse.com/)
21:17:35	420/420	---M--	200	added ('OK')	image/png	etag:%226ff402177857affc1e3cbc231cda4933%22	https://file.hstatic.net/1000075078/file/vector_706a88566eab4f009bed6eea93cd890b.png	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/vector_706a88566eab4f009bed6eea93cd890b.png	(from https://thecoffeehouse.com/)
21:17:40	791236/791236	---MCZ	200	added ('OK')	application/javascript	etag:%22c12c4-ThTJ4pzCBas4tpOaoNlcmxq256I%22	https://unpkg.com/babel-standalone@6.26.0/babel.min.js	D:/Httrack/Demo1/unpkg.com/babel-standalone@6.26.0/babel.min.js	(from https://thecoffeehouse.com/)
21:17:40	940093/940093	---MCZ	200	added ('OK')	application/javascript	etag:%22e583d-44V8vCIQ0txOYaenWQQhKwnDgoM%22	https://unpkg.com/react-dom@17.0.2/umd/react-dom.development.js	D:/Httrack/Demo1/unpkg.com/react-dom@17.0.2/umd/react-dom.development.js	(from https://thecoffeehouse.com/)
21:17:50	384/384	---M--	200	added ('OK')	image/png	etag:%22339a3b5096ab47bab30f9d3e66acb732%22	https://file.hstatic.net/1000075078/file/group_8de276faa50c486b9d485826c506803b.png	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/group_8de276faa50c486b9d485826c506803b.png	(from https://thecoffeehouse.com/)
21:17:56	917110/917110	---M--	200	added ('OK')	image/png	etag:%227c7471f912cf1a05b99fbe806f94b622%22	http://theme.hstatic.net/1000075078/1000989727/14/share_fb_home.png?v=49	D:/Httrack/Demo1/theme.hstatic.net/1000075078/1000989727/14/share_fb_home9c55.png	(from https://thecoffeehouse.com/)
21:17:56	379/379	---M--	200	added ('OK')	image/png	etag:%225585d557c1bec53c29e4486e400ddca8%22	https://file.hstatic.net/1000075078/file/vector_c337310f409d440f890b370ff9cefe44.png	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/vector_c337310f409d440f890b370ff9cefe44.png	(from https://thecoffeehouse.com/)
21:17:57	128881/128881	---MCZ	200	added ('OK')	text/html	etag:W/%2238fa6ac40c7f4d43b30c335fa6b3072d%22	https://thecoffeehouse.com/collections/ca-phe-tai-nha	D:/Httrack/Demo1/thecoffeehouse.com/collections/ca-phe-tai-nha.html	(from https://thecoffeehouse.com/)
21:17:57	127457/127457	---MCZ	200	added ('OK')	text/html	etag:W/%22b3778c0e878945f591997ba03991fbd5%22	https://thecoffeehouse.com/collections/tra-tai-nha	D:/Httrack/Demo1/thecoffeehouse.com/collections/tra-tai-nha.html	(from https://thecoffeehouse.com/)
21:17:58	228033/228033	---MCZ	200	added ('OK')	text/html	etag:W/%22ded106bda0e7455489094c0e0fb5cdaf%22	https://thecoffeehouse.com/collections/all	D:/Httrack/Demo1/thecoffeehouse.com/collections/all.html	(from https://thecoffeehouse.com/)
21:17:59	164642/164642	---MCZ	200	added ('OK')	text/html	etag:W/%222a0f7714cbcf4486a9be670a41abb3c8%22	https://thecoffeehouse.com/collections/ca-phe	D:/Httrack/Demo1/thecoffeehouse.com/collections/ca-phe.html	(from https://thecoffeehouse.com/)
21:17:59	152572/152572	---MCZ	200	added ('OK')	text/html	etag:W/%22479bfc00d6904be78992e4bf7a57e56b%22	https://thecoffeehouse.com/collections/ca-phe-viet-nam	D:/Httrack/Demo1/thecoffeehouse.com/collections/ca-phe-viet-nam.html	(from https://thecoffeehouse.com/)
21:17:59	154312/154312	---MCZ	200	added ('OK')	text/html	etag:W/%229fd897830fa74406a07c8e6ce3c851d9%22	https://thecoffeehouse.com/collections/ca-phe-may	D:/Httrack/Demo1/thecoffeehouse.com/collections/ca-phe-may.html	(from https://thecoffeehouse.com/)
21:17:59	147587/147587	---MCZ	200	added ('OK')	text/html	etag:W/%22e67e58c9b4b54c6ca72a6a5582a48fe0%22	https://thecoffeehouse.com/collections/cold-brew	D:/Httrack/Demo1/thecoffeehouse.com/collections/cold-brew.html	(from https://thecoffeehouse.com/)
21:18:00	147502/147502	---MCZ	200	added ('OK')	text/html	etag:W/%2236a6ea97ca684445a066505f46c8e2cb%22	https://thecoffeehouse.com/collections/cloudfee	D:/Httrack/Demo1/thecoffeehouse.com/collections/cloudfee.html	(from https://thecoffeehouse.com/)
21:18:00	148843/148843	---MCZ	200	added ('OK')	text/html	etag:W/%22cf4eef5545db4754a43c32388b00e1a9%22	https://thecoffeehouse.com/collections/cloudtea	D:/Httrack/Demo1/thecoffeehouse.com/collections/cloudtea.html	(from https://thecoffeehouse.com/)
21:18:02	157809/157809	---MCZ	200	added ('OK')	text/html	etag:W/%221c6994cfadc64b79a94ed25a4288c0d6%22	https://thecoffeehouse.com/collections/tra-trai-cay-tra-sua	D:/Httrack/Demo1/thecoffeehouse.com/collections/tra-trai-cay-tra-sua.html	(from https://thecoffeehouse.com/)
21:18:02	150702/150702	---MCZ	200	added ('OK')	text/html	etag:W/%2292c6a138ce574854bef64adca4e861c4%22	https://thecoffeehouse.com/collections/tra-trai-cay	D:/Httrack/Demo1/thecoffeehouse.com/collections/tra-trai-cay.html	(from https://thecoffeehouse.com/)
21:18:03	152060/152060	---MCZ	200	added ('OK')	text/html	etag:W/%227bfae2eb908848be8d9f75bda905e72c%22	https://thecoffeehouse.com/collections/tra-sua-macchiato	D:/Httrack/Demo1/thecoffeehouse.com/collections/tra-sua-macchiato.html	(from https://thecoffeehouse.com/)
21:18:03	151531/151531	---MCZ	200	added ('OK')	text/html	etag:W/%22dd6d545226a643a28ed6d44bcedfd218%22	https://thecoffeehouse.com/collections/hi-tea-healthy	D:/Httrack/Demo1/thecoffeehouse.com/collections/hi-tea-healthy.html	(from https://thecoffeehouse.com/)
21:18:03	150933/150933	---MCZ	200	added ('OK')	text/html	etag:W/%223e70c9057340489991c603d8d4f6baae%22	https://thecoffeehouse.com/collections/hi-tea-tra	D:/Httrack/Demo1/thecoffeehouse.com/collections/hi-tea-tra.html	(from https://thecoffeehouse.com/)
21:18:04	145822/145822	---MCZ	200	added ('OK')	text/html	etag:W/%22851fae4be2274acf9fd5c762424d002f%22	https://thecoffeehouse.com/collections/hi-tea-da-tuyet	D:/Httrack/Demo1/thecoffeehouse.com/collections/hi-tea-da-tuyet.html	(from https://thecoffeehouse.com/)
21:18:04	161943/161943	---MCZ	200	added ('OK')	text/html	etag:W/%2203d33d3ae897414a801282ba8582537c%22	https://thecoffeehouse.com/collections/banh	D:/Httrack/Demo1/thecoffeehouse.com/collections/banh.html	(from https://thecoffeehouse.com/)
21:18:04	151720/151720	---MCZ	200	added ('OK')	text/html	etag:W/%22172592e3b87f4f50b9e915eaa94816e9%22	https://thecoffeehouse.com/collections/banh-man	D:/Httrack/Demo1/thecoffeehouse.com/collections/banh-man.html	(from https://thecoffeehouse.com/)
21:18:05	153567/153567	---MCZ	200	added ('OK')	text/html	etag:W/%223dd3e6186bf548b888502b98f87a07e2%22	https://thecoffeehouse.com/collections/banh-ngot	D:/Httrack/Demo1/thecoffeehouse.com/collections/banh-ngot.html	(from https://thecoffeehouse.com/)
21:18:05	146405/146405	---MCZ	200	added ('OK')	text/html	etag:W/%22ccef16d303f14e7da6c1479ae92c6921%22	https://thecoffeehouse.com/collections/snack	D:/Httrack/Demo1/thecoffeehouse.com/collections/snack.html	(from https://thecoffeehouse.com/)
21:18:05	163940/163940	---MCZ	200	added ('OK')	text/html	etag:W/%224d7f4991988140e9aac46701da19ac35%22	https://thecoffeehouse.com/collections/thuong-thuc-tai-nha	D:/Httrack/Demo1/thecoffeehouse.com/collections/thuong-thuc-tai-nha.html	(from https://thecoffeehouse.com/)
21:18:06	146425/146425	---MCZ	200	added ('OK')	text/html	etag:W/%22a011c3b7f9614253b8075159affb4e99%22	https://thecoffeehouse.com/collections/thuc-uong-khac	D:/Httrack/Demo1/thecoffeehouse.com/collections/thuc-uong-khac.html	(from https://thecoffeehouse.com/)
21:18:06	146450/146450	---MCZ	200	added ('OK')	text/html	etag:W/%22d57b0f6c84fa43cc9e123b5d412500dd%22	https://thecoffeehouse.com/collections/chocolate	D:/Httrack/Demo1/thecoffeehouse.com/collections/chocolate.html	(from https://thecoffeehouse.com/)
21:18:06	160851/160851	---MCZ	200	added ('OK')	text/html	etag:W/%220624d2725dda403dab13e43ed5fca3a4%22	https://thecoffeehouse.com/pages/chuyen-ca-phe-va-tra	D:/Httrack/Demo1/thecoffeehouse.com/pages/chuyen-ca-phe-va-tra.html	(from https://thecoffeehouse.com/)
21:18:06	160851/160851	---MCZ	200	added ('OK')	text/html	etag:W/%220624d2725dda403dab13e43ed5fca3a4%22	https://thecoffeehouse.com/pages/chuyen-ca-phe-va-tra?b=1000676335	D:/Httrack/Demo1/thecoffeehouse.com/pages/chuyen-ca-phe-va-trad529.html	(from https://thecoffeehouse.com/)
21:18:07	160851/160851	---MCZ	200	added ('OK')	text/html	etag:W/%220624d2725dda403dab13e43ed5fca3a4%22	https://thecoffeehouse.com/pages/chuyen-ca-phe-va-tra?b=1000676335&h=chuyencaphe	D:/Httrack/Demo1/thecoffeehouse.com/pages/chuyen-ca-phe-va-tra8c50.html	(from https://thecoffeehouse.com/)
21:18:07	160851/160851	---MCZ	200	added ('OK')	text/html	etag:W/%220624d2725dda403dab13e43ed5fca3a4%22	https://thecoffeehouse.com/pages/chuyen-ca-phe-va-tra?b=1000676335&h=phacaphe	D:/Httrack/Demo1/thecoffeehouse.com/pages/chuyen-ca-phe-va-tra6af2.html	(from https://thecoffeehouse.com/)
21:18:07	160851/160851	---MCZ	200	added ('OK')	text/html	etag:W/%220624d2725dda403dab13e43ed5fca3a4%22	https://thecoffeehouse.com/pages/chuyen-ca-phe-va-tra?b=1000676336	D:/Httrack/Demo1/thecoffeehouse.com/pages/chuyen-ca-phe-va-tra9ebe.html	(from https://thecoffeehouse.com/)
21:18:08	160851/160851	---MCZ	200	added ('OK')	text/html	etag:W/%220624d2725dda403dab13e43ed5fca3a4%22	https://thecoffeehouse.com/pages/chuyen-ca-phe-va-tra?b=1000676336&h=phatra	D:/Httrack/Demo1/thecoffeehouse.com/pages/chuyen-ca-phe-va-traab4c.html	(from https://thecoffeehouse.com/)
21:18:08	160851/160851	---MCZ	200	added ('OK')	text/html	etag:W/%220624d2725dda403dab13e43ed5fca3a4%22	https://thecoffeehouse.com/pages/chuyen-ca-phe-va-tra?b=1000676336&h=cauchuyenvetra	D:/Httrack/Demo1/thecoffeehouse.com/pages/chuyen-ca-phe-va-tra4375.html	(from https://thecoffeehouse.com/)
21:18:08	160851/160851	---MCZ	200	added ('OK')	text/html	etag:W/%220624d2725dda403dab13e43ed5fca3a4%22	https://thecoffeehouse.com/pages/chuyen-ca-phe-va-tra?b=1000676337	D:/Httrack/Demo1/thecoffeehouse.com/pages/chuyen-ca-phe-va-trae193.html	(from https://thecoffeehouse.com/)
21:18:09	160851/160851	---MCZ	200	added ('OK')	text/html	etag:W/%220624d2725dda403dab13e43ed5fca3a4%22	https://thecoffeehouse.com/pages/chuyen-ca-phe-va-tra?b=1000676337&h=inthemood	D:/Httrack/Demo1/thecoffeehouse.com/pages/chuyen-ca-phe-va-tradaa9.html	(from https://thecoffeehouse.com/)
21:18:09	160851/160851	---MCZ	200	added ('OK')	text/html	etag:W/%220624d2725dda403dab13e43ed5fca3a4%22	https://thecoffeehouse.com/pages/chuyen-ca-phe-va-tra?b=1000676337&h=Review	D:/Httrack/Demo1/thecoffeehouse.com/pages/chuyen-ca-phe-va-tra2555.html	(from https://thecoffeehouse.com/)
21:18:09	160851/160851	---MCZ	200	added ('OK')	text/html	etag:W/%220624d2725dda403dab13e43ed5fca3a4%22	https://thecoffeehouse.com/pages/chuyen-ca-phe-va-tra?b=1000676337&h=HumanofTCH	D:/Httrack/Demo1/thecoffeehouse.com/pages/chuyen-ca-phe-va-tra20cd.html	(from https://thecoffeehouse.com/)
21:18:10	136030/136030	---MCZ	200	added ('OK')	text/html	etag:W/%228576537cc2a445e29faae271d46dc7c9%22	https://thecoffeehouse.com/pages/cloudfee-the-he-ca-phe-moi	D:/Httrack/Demo1/thecoffeehouse.com/pages/cloudfee-the-he-ca-phe-moi.html	(from https://thecoffeehouse.com/)
21:18:11	165139/165139	---MCZ	200	added ('OK')	text/html	etag:W/%223b0d87d01a154b66ba84ac22e575e775%22	https://thecoffeehouse.com/pages/danh-sach-cua-hang	D:/Httrack/Demo1/thecoffeehouse.com/pages/danh-sach-cua-hang.html	(from https://thecoffeehouse.com/)
21:18:12	82640/82640	---M--	200	added ('OK')	image/jpeg	etag:%22d7acd6f8f281b948313ba634e625e346%22	https://file.hstatic.net/1000075078/file/ngaymoi_mobile_5f8fa327280b471699550e51c9e4ef4a.jpg	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/ngaymoi_mobile_5f8fa327280b471699550e51c9e4ef4a.jpg	(from https://thecoffeehouse.com/)
21:18:13	89355/89355	---M--	200	added ('OK')	image/jpeg	etag:%22d1f9cfe0d1da4e847d844ad5f2f0a754%22	https://file.hstatic.net/1000075078/file/freeship_mobile_3d0b4f47b66e48f38ecb3184446d1943.jpg	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/freeship_mobile_3d0b4f47b66e48f38ecb3184446d1943.jpg	(from https://thecoffeehouse.com/)
21:18:14	448460/448460	---M--	200	added ('OK')	image/jpeg	etag:%229189071013c0063bafbf7e92a9cae6b0%22	https://file.hstatic.net/1000075078/file/ngaymoi_desktop_d9a24d002be449338a97d0448d0bd3fc.jpg	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/ngaymoi_desktop_d9a24d002be449338a97d0448d0bd3fc.jpg	(from https://thecoffeehouse.com/)
21:18:15	85136/85136	---M--	200	added ('OK')	image/jpeg	etag:%22b5768dd3ef3c637978f53e8d47b59485%22	https://file.hstatic.net/1000075078/file/banyeu_mobile_ce5bcdab1599499cada6cae4fdec5deb.jpg	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/banyeu_mobile_ce5bcdab1599499cada6cae4fdec5deb.jpg	(from https://thecoffeehouse.com/)
21:18:15	240371/240371	---M--	200	added ('OK')	image/jpeg	etag:%220cf204a8f4040fc99be02c96c7f6ea8b%22	https://file.hstatic.net/1000075078/file/freeship_desktop_5abfba8de1cf412fb960741a3700444a.jpg	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/freeship_desktop_5abfba8de1cf412fb960741a3700444a.jpg	(from https://thecoffeehouse.com/)
21:18:15	236525/236525	---M--	200	added ('OK')	image/jpeg	etag:%22c3660cfe99e56fef27a6a19f9425bb0e%22	https://file.hstatic.net/1000075078/file/banyeu_desktop_5c0125b0ec644df3b054249c55eb986d.jpg	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/banyeu_desktop_5c0125b0ec644df3b054249c55eb986d.jpg	(from https://thecoffeehouse.com/)
21:18:16	100366/100366	---M--	200	added ('OK')	image/jpeg	etag:%225eeda843735ac544030cc18ced1facac%22	https://file.hstatic.net/1000075078/file/thomngon_mobile_e5061776d5c0476aafaaba2b32c795a0.jpg	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/thomngon_mobile_e5061776d5c0476aafaaba2b32c795a0.jpg	(from https://thecoffeehouse.com/)
21:18:17	115882/115882	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2200049012564b4dc688825866c556834d%22	https://thecoffeehouse.com/collections/cau-toan-keo-thom	D:/Httrack/Demo1/thecoffeehouse.com/collections/cau-toan-keo-thom	(from https://thecoffeehouse.com/)
21:18:17	270375/270375	---M--	200	added ('OK')	image/jpeg	etag:%22806cb613c36429578bcbb24083de2bc9%22	https://file.hstatic.net/1000075078/file/thomngon_desktop_e9cab329b26d4940af18c55d4cd4421c.jpg	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/thomngon_desktop_e9cab329b26d4940af18c55d4cd4421c.jpg	(from https://thecoffeehouse.com/)
21:18:17	100205/100205	---M--	200	added ('OK')	image/jpeg	etag:%22e246213ac5245590e54c7eab4d3ea64a%22	https://file.hstatic.net/1000075078/file/banner_app_46ca1a28a5c440878bf25a2aa41e18b0.jpg	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/banner_app_46ca1a28a5c440878bf25a2aa41e18b0.jpg	(from https://thecoffeehouse.com/)
21:18:21	147126/147126	---MCZ	200	added ('OK')	text/html	etag:W/%2292d6d1f5e35f42af8ab77e2ae53064e3%22	https://thecoffeehouse.com/products/cloudfee-hanh-nhan-nuong	D:/Httrack/Demo1/thecoffeehouse.com/products/cloudfee-hanh-nhan-nuong.html	(from https://thecoffeehouse.com/)
21:18:23	143754/143754	---MCZ	200	added ('OK')	text/html	etag:W/%222c63bf01ec36416188c74287e3278492%22	https://thecoffeehouse.com/products/the-coffee-house-sua-da	D:/Httrack/Demo1/thecoffeehouse.com/products/the-coffee-house-sua-da.html	(from https://thecoffeehouse.com/)
21:18:24	12622/12622	---M--	200	added ('OK')	image/jpeg	etag:%22062793654514ceafad6d9e0c3eb7583a%22	http://product.hstatic.net/1000075078/product/1675355354_bg-tch-sua-da-no_7d616f5963074582a841dac3e3c6d89e_large.jpg	D:/Httrack/Demo1/product.hstatic.net/1000075078/product/1675355354_bg-tch-sua-da-no_7d616f5963074582a841dac3e3c6d89e_large.jpg	(from https://thecoffeehouse.com/)
21:18:25	146697/146697	---MCZ	200	added ('OK')	text/html	etag:W/%223c5f1abe6bea42c684ed2896611d67e8%22	https://thecoffeehouse.com/products/hi-tea-vai	D:/Httrack/Demo1/thecoffeehouse.com/products/hi-tea-vai.html	(from https://thecoffeehouse.com/)
21:18:27	146571/146571	---MCZ	200	added ('OK')	text/html	etag:W/%221bcaa8d6bc9847d8b5c2a1cd0e1719f9%22	https://thecoffeehouse.com/products/ca-phe-sua-da	D:/Httrack/Demo1/thecoffeehouse.com/products/ca-phe-sua-da.html	(from https://thecoffeehouse.com/)
21:18:31	142220/142220	---MCZ	200	added ('OK')	text/html	etag:W/%228b4bc4222045406b8b5f0325b1717541%22	https://thecoffeehouse.com/products/banh-mi-vn-thit-nguoi	D:/Httrack/Demo1/thecoffeehouse.com/products/banh-mi-vn-thit-nguoi.html	(from https://thecoffeehouse.com/)
21:18:35	17469/17469	---M--	200	added ('OK')	image/jpeg	etag:%22cc2d49a897dea620e03c52e2eda3dd0f%22	http://product.hstatic.net/1000075078/product/1638440015_banh-mi-vietnam_64add738e0084e9992ad03ce58b2042e_large.jpg	D:/Httrack/Demo1/product.hstatic.net/1000075078/product/1638440015_banh-mi-vietnam_64add738e0084e9992ad03ce58b2042e_large.jpg	(from https://thecoffeehouse.com/)
21:18:39	112003/112003	---M--	200	added ('OK')	image/png	etag:%22a7d883ca95fc970db3d5d7dcf43a539b%22	http://product.hstatic.net/1000075078/product/1675357918_cloudfee-hanh-nhan-nuong-min_288fb4d6de6b46028a4c0e00b7e3efca_large.png	D:/Httrack/Demo1/product.hstatic.net/1000075078/product/1675357918_cloudfee-hanh-nhan-nuong-min_288fb4d6de6b46028a4c0e00b7e3efca_large.png	(from https://thecoffeehouse.com/)
21:18:39	140999/140999	---MCZ	200	added ('OK')	text/html	etag:W/%222db9a975a6b84894b67a2e6a907766a6%22	https://thecoffeehouse.com/products/mochi-kem-chocolate	D:/Httrack/Demo1/thecoffeehouse.com/products/mochi-kem-chocolate.html	(from https://thecoffeehouse.com/)
21:18:41	19451/19451	---MCZ	200	added ('OK')	text/css	etag:W/%221fd6fc988c24e4d82fcdaed879f58f5f%22	http://theme.hstatic.net/1000075078/1000989727/14/cloudtea.scss.css?v=49	D:/Httrack/Demo1/theme.hstatic.net/1000075078/1000989727/14/cloudtea.scss9c55.css	(from https://thecoffeehouse.com/)
21:18:42	12318/12318	---M--	200	added ('OK')	image/jpeg	etag:%22d3cd54ec27bc06124e33fd29bc73b98d%22	http://product.hstatic.net/1000075078/product/1655348107_mochi-choco_4fbd68222fbc4f3e937d5dfed211383d_large.jpg	D:/Httrack/Demo1/product.hstatic.net/1000075078/product/1655348107_mochi-choco_4fbd68222fbc4f3e937d5dfed211383d_large.jpg	(from https://thecoffeehouse.com/)
21:18:44	125962/125962	---M--	200	added ('OK')	image/png	etag:%224b44b2f868f1e0ccebb50c461707ee2a%22	http://product.hstatic.net/1000075078/product/1669736893_hi-tea-vai_fe592f18b5e1427691721ffd3adc2189_large.png	D:/Httrack/Demo1/product.hstatic.net/1000075078/product/1669736893_hi-tea-vai_fe592f18b5e1427691721ffd3adc2189_large.png	(from https://thecoffeehouse.com/)
21:18:44	126462/126462	---M--	200	added ('OK')	image/png	etag:%2255ab6da93d0d84f80b187493b5297104%22	http://product.hstatic.net/1000075078/product/1669736835_ca-phe-sua-da_300be8bf5bf2476e841c219ee17c261c_large.png	D:/Httrack/Demo1/product.hstatic.net/1000075078/product/1669736835_ca-phe-sua-da_300be8bf5bf2476e841c219ee17c261c_large.png	(from https://thecoffeehouse.com/)
21:18:45	152454/152454	---MCZ	200	added ('OK')	text/html	etag:W/%22b309b041435b4ef7adda0fa80d6f91fb%22	https://thecoffeehouse.com/blogs/cua-hang-tp-ho-chi-minh/hcm-the-coffee-house-signature	D:/Httrack/Demo1/thecoffeehouse.com/blogs/cua-hang-tp-ho-chi-minh/hcm-the-coffee-house-signature.html	(from https://thecoffeehouse.com/)
21:18:46	81160/81160	---M--	200	added ('OK')	image/png	etag:%22e924713e8d114cf1ef0f637e0d74df60%22	https://file.hstatic.net/1000075078/file/tagline_2_2a16d1acfd32480299bfd999e9e67afb.png	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/tagline_2_2a16d1acfd32480299bfd999e9e67afb.png	(from https://thecoffeehouse.com/)
21:19:30	328008/328008	---M--	200	added ('OK')	image/png	etag:%229f0d44080d411428e68df69d7efad42a%22	https://file.hstatic.net/1000075078/file/cloudtea_1_44b35a015ef14a1ba798b209937eeeb7.png	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/cloudtea_1_44b35a015ef14a1ba798b209937eeeb7.png	(from https://thecoffeehouse.com/)
21:26:47	2978863/2978863	---M--	200	added ('OK')	image/png	etag:%2272caa36e69868f05206ece27ae7606fa%22	http://file.hstatic.net/1000075078/file/sig-04_45f046ffbfa94c069b4d9697e8444baa_master.png	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/sig-04_45f046ffbfa94c069b4d9697e8444baa_master.png	(from https://thecoffeehouse.com/)
21:26:53	152263/152263	---MCZ	200	added ('OK')	text/html	etag:W/%22e12b9aa815da409fb8fedb29caff7efd%22	https://thecoffeehouse.com/blogs/cua-hang-tp-ho-chi-minh/hcm-the-grand-view	D:/Httrack/Demo1/thecoffeehouse.com/blogs/cua-hang-tp-ho-chi-minh/hcm-the-grand-view.html	(from https://thecoffeehouse.com/)
21:27:57	3404561/3404561	---M--	200	added ('OK')	image/png	etag:%22d8cf02524108d7b2830130e33c5e09b2%22	http://file.hstatic.net/1000075078/file/sig-03_c74a0629d8b44ac580a3e9cf51fadb0a_master.png	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/sig-03_c74a0629d8b44ac580a3e9cf51fadb0a_master.png	(from https://thecoffeehouse.com/)
21:28:28	586577/586577	---M--	200	added ('OK')	image/jpeg	etag:%229792b519a67133ca8182676e5254ec52%22	http://file.hstatic.net/1000075078/file/grandview5_35ccc48004574095b53e1de3b86a9eb5_master.jpg	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/grandview5_35ccc48004574095b53e1de3b86a9eb5_master.jpg	(from https://thecoffeehouse.com/)
21:28:34	3664476/3664476	---M--	200	added ('OK')	image/png	etag:%2229d0b7743d9c258e86427a4fd703df58%22	http://file.hstatic.net/1000075078/file/sig-01_2c5b08d6b9294c82ac64901e12ae6106_master.png	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/sig-01_2c5b08d6b9294c82ac64901e12ae6106_master.png	(from https://thecoffeehouse.com/)
21:28:49	3451911/3451911	---M--	200	added ('OK')	image/png	etag:%229657e673e3eec34d85cb8e2071eb710f%22	http://file.hstatic.net/1000075078/file/sig-02_895710c1013446fa940ac2407700ba20_master.png	D:/Httrack/Demo1/file.hstatic.net/1000075078/file/sig-02_895710c1013446fa940ac2407700ba20_master.png	(from https://thecoffeehouse.com/)
